DISTRITO,TECNOLOGÍA,RANGO_VELOC_BAJADA,EMPRESA,POBREZA
MIRAFLORES,Fibra Óptica,BW >= 200 Mbps,FIBERLUX S.A.C.,0.0855
PACHACAMAC,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,
PUEBLO LIBRE,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX S.A.C.,0.779682
PUEBLO LIBRE,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,0.779682
PUEBLO LIBRE,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.,0.779682
PUEBLO LIBRE,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX S.A.C.,0.779682
PUEBLO LIBRE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.,0.779682
PUEBLO LIBRE,Fibra Óptica,BW >= 200 Mbps,FIBERLUX S.A.C.,0.779682
PUENTE PIEDRA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,22.678988
PUENTE PIEDRA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.,22.678988
PUNTA HERMOSA,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX S.A.C.,19.183087
PUNTA HERMOSA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,19.183087
PUNTA HERMOSA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX S.A.C.,19.183087
RIMAC,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,
RIMAC,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.,
RIMAC,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.,
SAN BARTOLO,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,13.336333
SAN BORJA,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX S.A.C.,0.463208
SAN BORJA,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX S.A.C.,0.463208
SAN BORJA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,0.463208
SAN BORJA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.,0.463208
SAN BORJA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX S.A.C.,0.463208
SAN BORJA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.,0.463208
SAN BORJA,Fibra Óptica,BW >= 200 Mbps,FIBERLUX S.A.C.,0.463208
SAN ISIDRO,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX S.A.C.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX S.A.C.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX S.A.C.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX S.A.C.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,BW >= 200 Mbps,FIBERLUX S.A.C.,0.0573462999999999
SAN JUAN DE LURIGANCHO,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX S.A.C.,17.703940000000003
SAN JUAN DE LURIGANCHO,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX S.A.C.,17.703940000000003
SAN JUAN DE LURIGANCHO,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,17.703940000000003
SAN JUAN DE LURIGANCHO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.,17.703940000000003
SAN JUAN DE LURIGANCHO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.,17.703940000000003
SAN JUAN DE MIRAFLORES,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX S.A.C.,15.181919999999998
SAN JUAN DE MIRAFLORES,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,15.181919999999998
SAN JUAN DE MIRAFLORES,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.,15.181919999999998
SAN JUAN DE MIRAFLORES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.,15.181919999999998
SAN JUAN DE MIRAFLORES,Fibra Óptica,BW >= 200 Mbps,FIBERLUX S.A.C.,15.181919999999998
SAN LUIS,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,5.473567
SAN LUIS,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.,5.473567
SAN MARTIN DE PORRES,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX S.A.C.,
SAN MARTIN DE PORRES,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,
SAN MARTIN DE PORRES,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX S.A.C.,
SAN MARTIN DE PORRES,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.,
SAN MIGUEL,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX S.A.C.,1.5817259999999995
SAN MIGUEL,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,1.5817259999999995
SAN MIGUEL,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.,1.5817259999999995
SAN MIGUEL,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX S.A.C.,1.5817259999999995
SAN MIGUEL,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.,1.5817259999999995
SAN MIGUEL,Fibra Óptica,BW >= 200 Mbps,FIBERLUX S.A.C.,1.5817259999999995
SANTA ANITA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,9.643694
SANTA ANITA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.,9.643694
SANTIAGO DE SURCO,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,BW >= 200 Mbps,FIBERLUX S.A.C.,1.231283
SURQUILLO,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,2.747559
SURQUILLO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX S.A.C.,2.747559
SURQUILLO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.,2.747559
VILLA EL SALVADOR,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX S.A.C.,20.166089
VILLA EL SALVADOR,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,20.166089
VILLA EL SALVADOR,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX S.A.C.,20.166089
VILLA EL SALVADOR,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.,20.166089
VILLA EL SALVADOR,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX S.A.C.,20.166089
VILLA EL SALVADOR,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX S.A.C.,20.166089
VILLA EL SALVADOR,Fibra Óptica,BW >= 200 Mbps,FIBERLUX S.A.C.,20.166089
VILLA MARIA DEL TRIUNFO,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX S.A.C.,
VILLA MARIA DEL TRIUNFO,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX S.A.C.,
VILLA MARIA DEL TRIUNFO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX S.A.C.,
ANCON,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,
ANCON,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,
ANCON,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,
ATE,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX TECH S.A.C.,17.174936
ATE,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX TECH S.A.C.,17.174936
ATE,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,17.174936
ATE,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,17.174936
ATE,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,17.174936
ATE,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,17.174936
ATE,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,17.174936
ATE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,17.174936
ATE,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,17.174936
BARRANCO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,3.1723250000000003
BARRANCO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,3.1723250000000003
BARRANCO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,3.1723250000000003
BARRANCO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,3.1723250000000003
BARRANCO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,3.1723250000000003
BARRANCO,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,3.1723250000000003
BREÑA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,4.041467
BREÑA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,4.041467
BREÑA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,4.041467
BREÑA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,4.041467
BREÑA,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,4.041467
CARABAYLLO,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX TECH S.A.C.,19.176021
CARABAYLLO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,19.176021
CARABAYLLO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,19.176021
CARABAYLLO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,19.176021
CARABAYLLO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,19.176021
CARABAYLLO,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,19.176021
CHACLACAYO,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX TECH S.A.C.,9.712625
CHACLACAYO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,9.712625
CHACLACAYO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,9.712625
CHACLACAYO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,9.712625
CHORRILLOS,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,11.60839
CHORRILLOS,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,11.60839
CHORRILLOS,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,11.60839
CHORRILLOS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,11.60839
CHORRILLOS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,11.60839
CHORRILLOS,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,11.60839
CIENEGUILLA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,17.529394000000003
CIENEGUILLA,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,17.529394000000003
COMAS,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,16.044522999999998
COMAS,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,16.044522999999998
COMAS,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,16.044522999999998
COMAS,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,16.044522999999998
COMAS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,16.044522999999998
COMAS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,16.044522999999998
COMAS,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,16.044522999999998
EL AGUSTINO,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,16.689837
EL AGUSTINO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,16.689837
EL AGUSTINO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,16.689837
EL AGUSTINO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,16.689837
EL AGUSTINO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,16.689837
INDEPENDENCIA,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX TECH S.A.C.,20.590949
INDEPENDENCIA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,20.590949
INDEPENDENCIA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,20.590949
INDEPENDENCIA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,20.590949
INDEPENDENCIA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,20.590949
INDEPENDENCIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,20.590949
INDEPENDENCIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,20.590949
JESUS MARIA,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX TECH S.A.C.,
JESUS MARIA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,
JESUS MARIA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,
JESUS MARIA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,
JESUS MARIA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,
JESUS MARIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,
JESUS MARIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,
JESUS MARIA,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,
LA MOLINA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,1.168268
LA MOLINA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,1.168268
LA MOLINA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,1.168268
LA MOLINA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,1.168268
LA MOLINA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,1.168268
LA MOLINA,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,1.168268
LA VICTORIA,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX TECH S.A.C.,11.057018
LA VICTORIA,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX TECH S.A.C.,11.057018
LA VICTORIA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,11.057018
LA VICTORIA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,11.057018
LA VICTORIA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,11.057018
LA VICTORIA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,11.057018
LA VICTORIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,11.057018
LA VICTORIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,11.057018
LA VICTORIA,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,11.057018
LIMA,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX TECH S.A.C.,7.958983999999999
LIMA,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX TECH S.A.C.,7.958983999999999
LIMA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,7.958983999999999
LIMA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,7.958983999999999
LIMA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,7.958983999999999
LIMA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,7.958983999999999
LIMA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,7.958983999999999
LIMA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,7.958983999999999
LIMA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,7.958983999999999
LIMA,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,7.958983999999999
LINCE,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX TECH S.A.C.,1.452933
LINCE,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,1.452933
LINCE,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,1.452933
LINCE,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,1.452933
LINCE,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,1.452933
LINCE,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,1.452933
LINCE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,1.452933
LINCE,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,1.452933
LOS OLIVOS,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,7.881448000000001
LOS OLIVOS,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,7.881448000000001
LOS OLIVOS,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,7.881448000000001
LOS OLIVOS,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,7.881448000000001
LOS OLIVOS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,7.881448000000001
LOS OLIVOS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,7.881448000000001
LOS OLIVOS,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,7.881448000000001
LURIGANCHO,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,18.234247
LURIGANCHO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,18.234247
LURIGANCHO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,18.234247
LURIGANCHO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,18.234247
LURIGANCHO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,18.234247
LURIGANCHO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,18.234247
LURIGANCHO,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,18.234247
LURIN,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,
LURIN,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,
LURIN,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,
LURIN,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,
LURIN,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,
LURIN,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,
LURIN,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,
MAGDALENA DEL MAR,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX TECH S.A.C.,0.7822179999999999
MAGDALENA DEL MAR,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,0.7822179999999999
MAGDALENA DEL MAR,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,0.7822179999999999
MAGDALENA DEL MAR,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,0.7822179999999999
MAGDALENA DEL MAR,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,0.7822179999999999
MAGDALENA DEL MAR,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,0.7822179999999999
MAGDALENA DEL MAR,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,0.7822179999999999
MIRAFLORES,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX TECH S.A.C.,0.0855
MIRAFLORES,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX TECH S.A.C.,0.0855
MIRAFLORES,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,0.0855
MIRAFLORES,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,0.0855
MIRAFLORES,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,0.0855
MIRAFLORES,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,0.0855
MIRAFLORES,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,0.0855
MIRAFLORES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,0.0855
MIRAFLORES,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,0.0855
PACHACAMAC,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,
PACHACAMAC,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,
PACHACAMAC,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,
PACHACAMAC,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,
PACHACAMAC,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,
PACHACAMAC,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,
PUCUSANA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,23.739385
PUCUSANA,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,23.739385
PUEBLO LIBRE,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,0.779682
PUEBLO LIBRE,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,0.779682
PUEBLO LIBRE,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,0.779682
PUEBLO LIBRE,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,0.779682
PUEBLO LIBRE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,0.779682
PUEBLO LIBRE,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,0.779682
PUENTE PIEDRA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,22.678988
PUENTE PIEDRA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,22.678988
PUENTE PIEDRA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,22.678988
PUENTE PIEDRA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,22.678988
PUENTE PIEDRA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,22.678988
PUENTE PIEDRA,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,22.678988
PUNTA HERMOSA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,19.183087
PUNTA HERMOSA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,19.183087
PUNTA HERMOSA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,19.183087
PUNTA NEGRA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,14.288621000000004
RIMAC,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,
RIMAC,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,
